id,timestamp,tweet,likes_count,label
1355628406671634432,2021-01-30 22:26:13,myrtamerlino GIMBE Cartabellotta Hanno vaccinato persone che non erano in lista d'attesa  come al solito anche nei vaccini serve  la raccomandazione . Con il vaccino di Astra  Zeneca  vaccineranno le persone dai 18 a 55 anni io sono più  anziano e aspetterò il vaccino  adatto.,1,1
1355627817418043394,2021-01-30 22:23:52,"sarabanda_ ToninoFil Il piano di vaccinazione non esiste, hanno solo dato delle linee guida molto sintetiche sulle categorie. Per il resto io un vaccino che promette un’efficacia così bassa lo rifiuterò , vedessero di trovare i vaccini efficaci al 95% altrimenti da questo incubo non ne usciremo mai.",2,0
1355627011411243010,2021-01-30 22:20:40,marcocappato Ernesto65373005 ass_coscioni alla metà delle persone oggetto di ricerca verrà somministrato il placebo per fare un vaccino inutile visto che si producono già due vaccini sicuri tra il 90% e 92% un altro al 65%  e buttiamo soldi per trovarne uno nuovo e non comprare la licenza di quello sicuro e produrlo,6,1
1355620528195854340,2021-01-30 21:54:54,"Boom di focolai tra gli anziani dopo il vaccino oltre che varie decine di morti, che succede? Intanto gli esperti o pseudo tali sono certi: I vaccini non centrano...  ",0,0
1355618639567843328,2021-01-30 21:47:24,"emenietti ""Johnson &amp; Johnson stima che potrebbero essere necessari dagli 8 ai 12 mesi per iniziare i test clinici del suo vaccino su esseri umani. Per allora la crisi sanitaria legata a 2019-nCoV potrebbe essere finita""  No... purtroppo no....ma almeno coi vaccini si sono mossi prima",0,1
1355601865820557317,2021-01-30 20:40:45,"Novartis come Sanofi produrrà il vaccino Pfizer. Dovrebbe essere questa la strategia da adottare da parte di tutti, produrre massivamente i vaccini a mRna. vaccino",178,1
1355599474798845958,2021-01-30 20:31:15,"Vaccino Covid, “alta probabilità” che diventi inefficace: Pfizer accelera produzione – QuiFinanza  à validati, a qualsiasi prezzo, la crisi costa molto di più, cosa  volete governare",0,2
1355594036581642252,2021-01-30 20:09:38,GuidoCrosetto E tutti i milioni di vaccini già comprati? Noi abbiamo puntato quasi tutto su questo vaccino.,0,2
1355586332425383936,2021-01-30 19:39:01,In Campania chi ha più di 80 anni può prenotare il vaccino online. Nelle altre regioni?  vaccino vaccini facciamorete,0,2
1355582548349513732,2021-01-30 19:23:59,Non capisco. Io so di persone over 55 che hanno ricevuto il vaccino AstraZeneca in UK. Come è possibile che AIFA ne suggerisca l’utilizzo solo da 18 a 55 anni? Cosa sta succedendo in UK? 🇬🇧 AstraZeneca vaccini RegnoUnito,1,2
1355581577531691009,2021-01-30 19:20:08,Cartabellotta Cartabellotta prof secondo lei non avrebbe senso investire sulla produzione del vaccino Moderna in Italia? Come Sanifi con Pfizer. In pochi mesi potremmo avere per la EU un grande output dei due vaccini più efficaci. Piuttosto che investire su un nuovo vaccino.... cosa ne pensa?,2,1
1355581568887255042,2021-01-30 19:20:06,"L’AIFA ha autorizzato il vaccino AstraZeneca in Italia. Ma c’è un nuovo allarme. Secondo Anthony Fauci, direttore del National Institute of Allergy and Infectious Diseases negli Usa, i vaccini anti Covid di Johnson&amp;Johnson e dell’americana Novavax hanno m… ",0,0
1355581087884443654,2021-01-30 19:18:11,"robersperanza Ministro, perché non investiamo sulla produzione in italia del vaccino Moderna, così come Sanifi fa con Pfizer? In questo modo potremmo avere in pochi mesi un grande output in EU dei due vaccini più efficaci. Più che investire su quello italiano...robersperanza MinisteroSalute",0,1
1355581038534270976,2021-01-30 19:17:59,"Aifa autorizza vaccino AstraZeneca dai 18aa come da indicazioni EMA però raccomanda utilizzo preferenziale,in attesa di ulteriori dati,in soggetti tra 18 e 55aa per i quali sono disponibili evidenze più solide. Per anziani  e fragili suggerisce utilizzo preferenziale vaccini RNA",0,2
1355579231279968257,2021-01-30 19:10:48,"udogumpel Non dimentichiano che questo vaccino potrebbe essere facilmente somministrato pure dalle farmacie, non banale visto l’incapacità del nostro amico.. eviterei la diatriba vaccini serie A e B",0,1
1355577944207454213,2021-01-30 19:05:41,petergomezblog Più o meno lo stesso tempo che ha bisogno il vaccino autoctono per completare la fase 2 Quindi cosa facciamo? attendere fase 2 per la quale non abbiamo nessun a garanzia o adattiamo impianti per vaccini di comprovata efficacia Ma c'è bisogno di chiederlo?,0,2
1355576724008955906,2021-01-30 19:00:51,"robersperanza  ò che dice il prof.Galli! Mentre ci sono diversi vaccini in commercio che funzionano, per sperimentare il vaccino di Stato, a migliaia di persone bisognerà somministrare placebo, col rischio di infettarsi e morire! Assurdo!",0,0
1355571869873823746,2021-01-30 18:41:33,"la CTS suggerisce  ▶️ Un utilizzo preferenziale dei vaccini a RNA messaggero nei soggetti più anziani e/o più fragili ▶️ Un utilizzo preferenziale del vaccino AstraZeneca in soggetti tra i 18 e i 55 anni, per i quali sono disponibili evidenze maggiormente solide",7,2
1355568783239368708,2021-01-30 18:29:17,"giu_gro RaiNews Tutti i vaccini sono una mezza sola a livello individuale, il vaccino contro l'influenza insegna, a dare sicurezza è solo l'immunità di gregge.",0,1
1355566668303495169,2021-01-30 18:20:53,"marioerdrago ass_coscioni che in Italia si tolleri il conflitto di interessi permanente non cambia la natura del problema. Che poi lo si faccia sui vaccini contro una pandemia, scommettendo su un potenziale vaccino futuro invece che su tutta la ricerca, mi pare ancora più grave. Ma se vuole rida pure.",1,2
1355565148631670788,2021-01-30 18:14:51,"GiovaQuez Invece che inseguire l’approvazione di  Reithera sprecando ingenti risorse si lavorasse per produrre anche in Italia uno dei vaccini ad mRna si potrebbe inoculare a tutti gli italiani un vaccino ampiamente sperimentato, sicuro e altamente efficace.",5,1
1355563381529444357,2021-01-30 18:07:49,"covid vaccini Pfizer e Moderna efficacia vaccinale superiore al 90%.AstraZeneca secondo Ema arriva al 59,5% con scarse evidenze scientifiche sugli over 55. Ho 57 anni una lieve patologia cardiaca, sono un uomo qualunque con quale vaccino avrò diritto di essere vaccinato?",0,2
1355561634769625091,2021-01-30 18:00:53,"Covid in Puglia, il vaccino Moderna sarà somministrato a Odontoiatri e medici liberi professionisti   Vaccini  ",2,2
1355560255405641728,2021-01-30 17:55:24,"Comunardo Tanto questa bolla dei vaccini esploderà a breve. Soltanto degli sciocchi possono credere che un vaccino (che poi manco vaccino è) possa essere la soluzione ad una pandemia da retrovirus. Se fosse possibile ciò, HIV sarebbe solo un triste ricordo. E invece... Time is a gentleman.",2,0
1355559304317829123,2021-01-30 17:51:37,-Siamo costretti a puntare tutto sul vaccino. È stata la scelta fin dall'inizio perché siamo abituati a considerare le malattie come incidenti biologichi da combattere con farmaci e vaccini,1,2
1355556487477817347,2021-01-30 17:40:26,Son perplesso sulle limitazioni dell'AIFA su vaccino Astra Zeneca! Vero che la sperimentazione è limitata ma viene già utilizzato per tutti in paesi quali G.Bretagna Usa India e con buoni risultati! E sappiamo quanto ci sia bisogno di vaccinare a tappeto in questo Paese vaccini,2,1
1355553289354547203,2021-01-30 17:27:43,L'Agenzia Italiana del Farmaco ha approvato il vaccino anti Covid di AstraZeneca con l'indicazione per l'utilizzo preferenziale dai 18 ai 55 anni.   ANSA covid vaccini Aifa Aifa_ufficiale   ,49,2
1355549200667320321,2021-01-30 17:11:28,pimpi59 Emanuele676 Ruffino_Lorenzo Stai confondendo i dati di fase iii con quelli delle altre fasi. La sicurezza del vaccino AZ è scientificamente solida al pari di quella degli altri vaccini approvati.,2,1
1355549069062660097,2021-01-30 17:10:57,"HuffPostItalia La diversa efficacia dei vaccini approvati rende ancora più pressante una normativa di fonte primaria che, oltre a individuare le priorità e stabilire le sanzioni per chi altera il piano di somministrazione, moduli la scelta del vaccino da inoculare in funzione dell'età.  1",2,2
1355547803976523778,2021-01-30 17:05:55,MilanoStremitz1 vaccinazioni sembra lo spot della BigPharma alla richiesta di chiarimenti da parte UE sulla mancata consegna dei vaccini anti-Covid Arcuri cmq ci rassicura che nei prossimi mesi il problema della pandemia sara' risolto grazie alla produzione del ns.vaccino made in Italy..,0,2
1355546796664246272,2021-01-30 17:01:55,"Si preferirà lasciare senza vaccino gli over 80, piuttosto che vaccinarli con AZ? Qualcuno di loro morirebbe di COVID-19, mentre avrebbe potuto salvarsi con il vaccino AZ. Speriamo che AIFA precisi che, in assenza dei vaccini mRNA, anche gli anziani possano vaccinarsi con AZ.",1,1
1355544728700416006,2021-01-30 16:53:42,Agenzia_Ansa Errore clamoroso non aver appoggiato in modo deciso e previdente il vaccino italiano di tipo tradizionale che sarà disponibile solo a settembre. Grande sceneggiata dell’arrivo del furgone scortato come un capo di Stato e poi vaccini spariti. Se è vero il motivo della sparizione..  ,0,1
1355541097200701443,2021-01-30 16:39:16,andrealoca77 È altresì assurdo che esistano vaccini di serie A e di serie B. Esiste un vaccino migliore degli altri? Sì standardizza e si obbligano tutte le aziende del mondo a produrre quello.,0,1
1355540022179614722,2021-01-30 16:35:00,"MorassoCa AndreaVicere robertobolis AurelianoStingi antonioripa giorgiogilestro Che se pensiamo di utilizzare solo i vaccini come arma la probabilità che diventi endemico è prossima a 1.   O lo si eradica sul territorio, quanto meno in attesa di un vaccino a immunità sterilizzante su fascia 0-99 ad ampio spettro, o diventerà endemico.   ⚠️ Non expert opinion",0,2
1355535553387749380,2021-01-30 16:17:15,"valy_s È una cosa normale.  L'immunità di gregge è a senso unico.  Se vaccini tutti non sconfiggerai mai la malattia. Quando lo capiranno, torneremo a  vivere normalmente! Se vuoi fermare la pandemia, studiala e crea una medicina.  Il vaccino serve a poco!",7,0
1355524376934932482,2021-01-30 15:32:50,"myrtamerlino GIMBE Cartabellotta Semplice, nel mio territorio il 24 per cento dei sanitari ha rifiutato il vaccino. Dovevano forse buttare i vaccini ormai scongelati?",0,0
1355523292245991424,2021-01-30 15:28:31,Sto soffocando.  L'ATTACCO DEI VACCINI GIGANTI feat Il vaccino Covid  ,4,0
1355519230087745537,2021-01-30 15:12:23,"Covid19 Prima: immunità di gregge col vaccino, obbligo, PATENTINO/PASSAPORTO per andare al bar ecc... Poi.. OPS! NON ci sono vaccini per tutti.. E adesso l’OMS dice agli Stati di fermare le vaccinazioni dopo aver immunizzato i vulnerabili. La strateGGGGia del solo “piano A”  ",94,2
1355517843463413763,2021-01-30 15:06:52,"Liguria, Toti: ""È fondamentale proteggere al più presto con il vaccino i cittadini più vulnerabili al Covid. Il 60% dei deceduti per la pandemia ha più di 80 anni. Dove vivono più anziani devono arrivare più vaccini, in modo da consentire di ridurre i ricoveri e i morti.  ",0,1
1355517211511820292,2021-01-30 15:04:22,"Pontifex_it Covid-19-vaccini. E' assurdo: nonostante le case produttrici abbiano preteso nel contratto di essere irresponsabili sugli effetti collaterali e inefficacia del vaccino, l'Europa ed anche l'Italia, si sono precipitate ad acquistarlo. Complimenti ai nostri potitici!!!",0,0
1355515895574102016,2021-01-30 14:59:08,"MacchiPiero HuffPostItalia Legga cosa ha scritto il prof. RobertoBurioni  (tra i tanti) a proposito della sperimentazione del vaccino Reithera. I vaccini efficaci ci sono già, bisogna continuare a produrre quelli e lo possiamo fare anche noi.",0,1
1355514756799606785,2021-01-30 14:54:36,lapoelkann_ grupposandonato SanRaffaeleMI Io non mi vaccino xché i vaccini influenzali non funzionano e non rischio la mia vita x niente con un vaccino sperimentale mai usato prima. Vaccinatevi voi...,0,0
1355506609791897600,2021-01-30 14:22:14,"Th_Dm4570 Sarò ignorante in tema di vaccini, ma questo diverge molto da come ci è stata venduta la cosa. Messa così il vaccino è un'arma nemmeno troppo utile.",0,0
1355505160664076288,2021-01-30 14:16:29,"Commissione Ue precisa, prenotate 2,3 mld dosi di vaccini: (ANSA) - BRUXELLES, 30 GEN - ""Finora sono stati firmati contratti con sei società per garantire l'accesso a 2,3 miliardi di dosi di vaccino"". Lo precisa la Commissione europea, ricordando che...  ",0,2
1355502644631121923,2021-01-30 14:06:29,Ah era lotteriascontrini avevo sentito lotteria dei vaccini. No perché..di sto passo..fortunato chi lo vince ..il vaccino dico.,2,1
1355501680226394113,2021-01-30 14:02:39,"Marinotoma Ma non sarebbe stato meglio e più utile spendere in terapie intensive, posti letto, assumere personale sanitario e protocolli cure? Questo voler a tt i costi un vaccino, di cui sono più i dubbi che le certezze... Mahhh... E in linea generale credo nei vaccini.",1,0
1355498770000179200,2021-01-30 13:51:05,udogumpel diabolicus23 Noi invece con due vaccini efficaci andiamo a buttare soldi in un vaccino italiano invece di fare come Sanofi che s metterà a produrre il vaccino Pfizer Biontech,0,2
1355497678147366913,2021-01-30 13:46:45,"ImolaOggi Primo: non abbiamo vaccini      sufficienti per tutti, Secondo: nessuno conosce ancora gli effetti positivi del vaccino, Terzo: con questi presupposti, il passaporto vaccinale è una cazzata mondiale",2,0
1355497332029194240,2021-01-30 13:45:22,"Lo spot pro vaccino di Tornatore dà come l'idea di miliardi di vaccini lì belli pronti in fila × tre, e nessuno che vada a farseli fare. Il che non ispira anche a voi la sensazione di una simpatica presa pu u culu? A parte direi una sottile inquietudine intrinseca nel tutto. Mah.",8,0
1355493979492671490,2021-01-30 13:32:03,"Qualcuno sa perchè non si investe in produzione di vaccini esistenti, Fidia e altri si sono già proposti, invece che buttare soldi in Reithera ??? vaccino",9,1
1355493976569114626,2021-01-30 13:32:02,"Codacons, aprire indagine su fornitura vaccini Pfizer-Biontech: Si è tenuto ieri “un importante colloquio” tra l’Antitrust Ue e il Codacons in merito al contratto siglato dall’Europa con Pfizer-Biontech “per le forniture di dosi di vaccino anti-Covid e…  ",0,2
1355492115267149825,2021-01-30 13:24:38,Ma questi furbetti i vaccini se li sono fatti da soli?  Dal  «Molti di noi sono rimasti senza vaccino per colpa dei furbetti»   ,1,2
1355485766663745541,2021-01-30 12:59:25,"simastatecalmi Bene così: seguirà una causa legale in cui si potrà dimostrare che le tesi di Amici sono esatte. 1) I tamponi non danno alcuna indicazione; 2) I vaccini HANNO ucciso. EMA: 245 morti a seguito della somministrazione. Non tutti dovuti al vaccino, ma diversi lo sono senz'altro.",2,0
1355483718945824770,2021-01-30 12:51:16,VACCINI: FAI CISL LANCIA CAMPAGNA PER I LAVORATORI AGROALIMENTARI Il segretario generale Rota: “Con ‘Fai il vaccino’ avviamo una campagna di sensibilizzazione per salvaguardare i lavoratori che garantiscono cibo per tutti”  ,0,2
1355480299300388864,2021-01-30 12:37:41,"euronewsit se così è assurdo l'avesse fatto Arcuri lo avrebbero crocefisso ma la responsabile è UE  comunque, questi della farmaceutica sono dei veri bastardi bravi a trovare il vaccino ma totalmente privi di scrupoli siamo sotto loro ricatto annullare il brevetto per i vaccini, si fottano",0,1
1355474660092219392,2021-01-30 12:15:17,"Essere vaccination sarà un privilegio che darà il modo di vivere solo a chi e vaccination appunto.  Ecco perché i VACCINI NON stanno arrivando, hanno vaccinato una casta e gli altri possono attaccarsi al tram.  vaccino Bassetti  Cosa scrissi io ?!!!",1,1
1355470770173063168,2021-01-30 11:59:49,L’Europa dice sì al vaccino AstraZeneca Clicca qui per leggere l’articolo ⬇️   AstraZeneca vaccini COVID19  ,1,2
1355466871793983494,2021-01-30 11:44:20,"Luca__Pagani No, generalmente chi muore dopo il vaccino muore per cause naturali. Punto.  p.s. E purtroppo vi informo che anche se facessero le autopsie per dimostrare il nesso con i vaccini si devono usare procedure diverse che ovviamente non faranno. Quindi... niente.",44,0
1355463222581751809,2021-01-30 11:29:50,"Cartabellotta Non sono assolutamente un novax, ma sembra che il vaccino di Astrazeneca sia stato approvato in quanto la situazione vaccini è disperata, non credo che in una situazione normale avrebbero approvato un vaccino efficace al 62% non testato su over 55. Sicuramente meglio pfizer",0,1
1355463074027859969,2021-01-30 11:29:14,"robersperanza AstraZeneca NON è efficace come Pfizer e Moderna! Tutti i cittadini hanno diritto ad avere un vaccino di alta qualità. Non ci devono essere cittadini di serie A e serie B riguardo i vaccini! Io desidero vaccinarmi, ma con un vaccino di qualità.",2,1
1355461377838768133,2021-01-30 11:22:30,La tabella pubblicata da EvaDeBleeker Segr Stato Belgio che ha subito cancellato...mostra le enormi differenze di prezzo tra i vari vaccini e spiega perchè la Commissione Europea ha rifiutato di acquistare 500 milioni di dosi del vaccino Pfizer preferendo AstraZeneca  ,33,2
1355459566595674113,2021-01-30 11:15:18,"Per un acceleratore di particelle abbiamo bucato le Alpi con un progetto pubblico europeo, per produrre un vaccino in un momento storico piuttosto delicato ci siamo affidati ai privati. E adesso non abbiamo i vaccini necessari. vaccinoCovid AstraZeneca vaccine vaccination",1,1
1355455524678955010,2021-01-30 10:59:14,Leggo ovunque i numeri delle dosi di vaccino destinate all'europa. Qualche notizia sui vaccini per i paesi africani o asiatici? pandemia,0,2
1355453534439927810,2021-01-30 10:51:20,QUESTO LO DOVREMMO SAPERE TUTTI! POSIAMO RIFIUTARE IL VACCINO PERCHÈ  NON SONO VACCINI MA TERAPIE GENICHE!  ,0,0
1355452433305108480,2021-01-30 10:46:57,ambraschilliro FilizzolaPina smontavo1 matteosalvinimi Lapersona vaccinata che contrae il virus si ammali. A questo serve il vaccino. Ma per raggiungere una immunità di gregge bisogna che  1/5 persona si vaccini. C’è una bella differenza tra contrarre il virus e non ammalarsi e ammalarsi. Non è difficile il discorso.,1,1
1355451796538466307,2021-01-30 10:44:26,"diabolicus23 Il problema x me non sarà a chi somministrare Az,ma quanti lo rifiuteranno una volta proposto con due 95%.  Temo fortem che AstraZeneca da noi avrà pochissimo ""mercato"".  Vai a dire al 20enne/30enne/40enne di vaccinarsi con un 60% con due 95% a disposizione. vaccini vaccino",2,2
1355449059495043073,2021-01-30 10:33:33,"Rapporto 1:2 di infettati tra vaccinati e gruppo di controllo. Test su meno di 12k persone. Che senso ha? Questo vaccino va rifiutato, voglio Pfizer o Moderna. AstraZeneca  vaccino  vaccini  facciamorete Arcuri  30gennaio  vonderleyen",0,1
1355444418048876548,2021-01-30 10:15:06,"Io sui vaccini non volevo dire niente, ma Arcuri insiste   80mln dei contribuenti in un vaccino in fase 1 che usa la tecnologia di quelli che oggi sono i meno efficaci quando ne abbiamo già due a mRNA pronti  Tentare di comprare una licenza da Pfizer/Moderna era troppo difficile?",10,1
1355443894125785089,2021-01-30 10:13:01,"Ultimati i test per il vaccino NovaVax, perfetto per negazionisti balbuzienti.  vaccini coronavirus CovidVaccine 30gennaio",1,1
1355442961375518720,2021-01-30 10:09:19,Abbiamo notizie del PianoVaccini ? C’è il cronoprogramma di dettaglio ?   No. Ma verso fine anno avremo il vaccino italiano   30gennaio COVID19 vaccini vaccinareh24,7,2
1355440960344379392,2021-01-30 10:01:22,"Mariistweeting AllieviLorenzo 58_life58 repubblica Almeno per quello che riguarda i vaccini ad mRNA poi, una volta prodotte le proteina l'mRNA viene degradato, quindi nel giro di giorni il contenuto del vaccino ""scompare"", è come un manuale usa e getta. Lo leggi, costruisci e poi lo butti",0,2
1355440852089401349,2021-01-30 10:00:56,"Ci sono gli operai a casa e si è aperto il discorso vaccini. Uno ha esordito con ""il vaccino è sempre un veleno"" io nel mentre mi fingo morta perché se parlo vanno via che neanche finiscono il lavoro",1,1
1355440609964797952,2021-01-30 09:59:58,"suzukimaruti E se nel frattempo le industrie ""militari"" le si convertisse... Magari potremmo fargli fare vaccini, chissà mai che con la menata del vaccino autoctono non se ne accorgono",1,0
1355439963131813889,2021-01-30 09:57:24,"Coronavirus, Arcuri: 'Lavoriamo per produzione autoctona di vaccini e farmaci anti-Covid' ""Abbiamo sostenuto il vaccino italiano a cui sta lavorando ReiThera: è un candidato vaccino promettente, che ha superato molto bene la fase 1 della sperimentazione …  ",0,1
1355438210105683973,2021-01-30 09:50:26,"NoEvilHero Io grazie al vaccino contro il morbillo ho guadagnato l’esenzione a tutti i vaccini... ecco perché a quelli che parlano di patentino per vaccinati, io mi permetto di definirli dei cialtroni corrotti",2,2
1355436535852781570,2021-01-30 09:43:47,fattoquotidiano C'era da aspettarselo che con la pandemia e i vaccini sarebbero usciti fuori problemi di natura economica e morali.. Gente che non rispetta i patti per favorire chi paga di più.. Attenzione questa non è legge di mercato ma sciacallaggio! Produciamo il nostro vaccino italiano...,0,1
1355434764061257729,2021-01-30 09:36:45,"Paul47346421 AdolfoTasinato Agenzia_Ansa Senza contare che il lockdown inPrimavera qui funzionò ma i deficienti alGoverno decisero di non tamponare i turisti e chi rientrava dall'estero,ogni volta che ci fidiamo oltreconfine la prendiamo nel culo,vedi vaccini ora pure,Reithera non dovrà vendere all'estero il suo vaccino",0,2
1355422928838529027,2021-01-30 08:49:43,"mariarosariaFo8 La risposta alla seconda dose è più vigorosa proprio perché l’organismo ha già costruito delle difese e quindi lotta più duramente contro il vaccino e i suoi eccipienti. di solito, questo meccanismo, osservato anche per altri vaccini, è più vigoroso nei soggetti giovani",1,1
1355420554929565697,2021-01-30 08:40:17,AurelianoStingi Cosa state ricercando che non sia VACCINO? Non ha risposto a quanto chiedevo: perché questa monocorde ossessività su vaccini (o terapie geniche)?,1,0
1355416616645898240,2021-01-30 08:24:38,antonellaviol17 Io penso che con efficacia così diversa dei nuovi vaccini.sia etico comunicare a chi verrà vaccinato quale vaccino gli sarà somministrato così da poter scegliere se preferisce vaccinarsi subito con un vaccino meno efficace o vuole aspettare il suo turno con uno più efficace.,0,2
1355406608420003848,2021-01-30 07:44:52,"Fragment_84 ImolaOggi Speriamo. Se si muovono coi vaccini forse ci arriviamo. Ma,  ignorato e deriso al lancio del suo vaccino Putin parlò di immunità di gregge raggiungibile col 70% ma dopo un anno...",0,1
1355400722716774401,2021-01-30 07:21:29,"Due vaccini esistono già: perché testarne altri? Se ci fossero contesti in cui fosse possibile mettersi a produrre, su licenza PfizerBioNTech, il vaccino americano-­tedesco si risolverebbero molti problemi. Sono d'accordo con il parere del prof. MassimoGalli iomivaccino  ",0,1
1355330304236548096,2021-01-30 02:41:40,"europainitalia vonderleyen AstraZeneca Vaccini occidentali versus vaccino russi? Forse un problema ideológico? Una guerra fredda dei vaccini? NO, SOLO INTERESSI ECONOMICI, se crepano alcune migliaia , a nessuno importa",0,2
1355326637655658496,2021-01-30 02:27:05,europainitalia vonderleyen AstraZeneca I studi certificano che il vaccino Russo e piu sicuro degli altri. La Russia offre 100 milioni di Vaccini a la UE. La offerta e ignorata . NOI ITALIANI DOMANDIAMO PERCHÉ??!,0,1
1355318947768373253,2021-01-30 01:56:32,"25O319 christianvega_ Comunque una cosa non mi è ben chiara. Stanno spuntando articoli su malori e morti dopo i vaccini, come funghi, anche sul mainstream. Però scrivono subito dopo che il vaccino non è correlato. Però intanto lo dicono.",3,0
1355302197563691008,2021-01-30 00:49:58,"...Finora non ci sono vaccini per i minori di 16anni come fa Fauci a dire che vanno vaccinati anche i ragazzi? Con un nuovo vaccino fatto per loro? Nessuno l'ha chiesto a Di Bella, magari a Pregliasco?  coronavirus  Lineanotte",0,0
1355300237464776706,2021-01-30 00:42:11,"lineanotte Ma perché non ce li rendete adesso obbligatori i vaccini? Eh? Prof. preglias , io vorrei obbligare a farmi il vaccino: right now!",0,1
1355297751962181632,2021-01-30 00:32:18,"jacopo_iacoboni Pronti nel 2023.....! Che coglioni!!! Il vaccino di bandiera, come la compagnia di bandiera Alitalia Vaccini Arcuri Governodicialtroni",2,0
1355288562363731969,2021-01-29 23:55:47,"Primum vivere. Se i nuovi vaccini annullano la mortalità, in fondo risolvono il problema più grande e andrebbero usati senza attendere di disporre delle dosi Pfizer o Moderna. Mi domando se una volta vaccinati con un vaccino sia pericoloso rivaccinarsi in seguito con un altro.",0,1
1355285451653980164,2021-01-29 23:43:26,"MassimoBenesse1 jacopo_iacoboni Ti suggerisco di vedere un posti di RobertoBurioni dove spiega perché è un problema autorizzare fase 3 di questo vaccino. Comitato etico dovrebbe decidere di sottoporre a placebo 40000 persone quando esistono già nel mercato vaccini efficaci. Non se ne farà nulla, temo.",0,1
1355281706828390401,2021-01-29 23:28:33,NON E' ACCETTABILE che ci vogliono tenere chiusi in casa SOLO PERCHE' la industria privata vuole fare affari e produce il prodotto vaccino un pò alla volta. AVETE ROTTO IL CAZZO è un anno che ci tenete bloccati perchè volete vendere sti cazzi di vaccini,0,2
1355276564603297792,2021-01-29 23:08:07,"Cartabellotta Il Comitato Scientifico Tedesco per i vaccini ha raccomandato di non somministrare il vaccino di AstraZeneca a persone di età superiore ai 65 anni, citando la mancanza di prove che  vaccino fosse efficace in quella fascia di età.   ",2,0
1355275858307665920,2021-01-29 23:05:19,"Quirinale 1. Non è un vaccino ma una terapia genetica, 2. Leuropa che nasconde i contratti sui vaccini e poi in ordine sparso Germania &amp; company trattano altri vaccini (russo) 3. Anziché farci votare perdiamo altro tempo con i cittadini che non possono lavorare 🤮🤮🤮🤮",0,0
1355272841105707016,2021-01-29 22:53:19,"L'Unione Europea 🇪🇺 ha pubblicato gli accordi con Astrazeneca. Tutto chiaro, no? 💉 Viva il vaccino pubblico cubano 🇨🇺  ---  vaccino vaccini ue astrazeneca lavitaaitempidelcovid sanitàpubblica  ",0,1
1355263007702585345,2021-01-29 22:14:15,eterea_naive Ma no perché Se il vaccino è efficace è una opportunità per riaprire piano piano tutto Non sia contro i vaccini a prescindere È un non sense,0,2
1355259555349979143,2021-01-29 22:00:32,"MarcoCantamessa Tralasciando le perplessità etiche della vicenda. Si cercano volontari x un vaccino, esponendoli a rischi enormi (penso a quelli che prendono placebo), quando ci sono almeno tre vaccini approvati.",0,0
